,bank,year,keyword,segment,count
0,VBB-VietBank,2019,Ứng dụng công nghệ,Công nghệ,0
0,VBB-VietBank,2019,Chuyển đổi số,Công nghệ,0
0,VBB-VietBank,2019,phát triển công nghệ,Công nghệ,0
0,VBB-VietBank,2019,Công nghệ Fintech,Công nghệ,0
0,VBB-VietBank,2019,hệ thống công nghệ,Công nghệ,1
0,VBB-VietBank,2019,digital transformation,Công nghệ,0
0,VBB-VietBank,2019,trí tuệ nhân tạo,Artificial intelligence,0
0,VBB-VietBank,2019,trợ lý ảo,Artificial intelligence,0
0,VBB-VietBank,2019,Artificial intelligence,Artificial intelligence,0
0,VBB-VietBank,2019,eKYC,Face recognition,0
0,VBB-VietBank,2019,xác thực khuôn mặt,Face recognition,0
0,VBB-VietBank,2019,Face recognition,Face recognition,0
0,VBB-VietBank,2019,nhận diện giọng nói,Voice recognition,0
0,VBB-VietBank,2019,Voice recognition,Voice recognition,0
0,VBB-VietBank,2019,xác thực vân tay,Fingerprint recognition,0
0,VBB-VietBank,2019,Fingerprint recognition,Fingerprint recognition,0
0,VBB-VietBank,2019,công nghệ chuỗi khối,Blockchain,0
0,VBB-VietBank,2019,blockchain,Blockchain,0
0,VBB-VietBank,2019,điện toán đám mây,Cloud computing,0
0,VBB-VietBank,2019,Hệ thống PKI,Cloud computing,0
0,VBB-VietBank,2019,Cloud computing,Cloud computing,0
0,VBB-VietBank,2019,Cloud service,Cloud service,0
0,VBB-VietBank,2019,Salesforce Financial Services Cloud,Cloud service,0
0,VBB-VietBank,2019,dịch vụ đám mây,Cloud service,0
0,VBB-VietBank,2019,đám mây,Cloud service,0
0,VBB-VietBank,2019,Cloud platform,Cloud platform,0
0,VBB-VietBank,2019,nền tảng trải nghiệm đám mây,Cloud platform,0
0,VBB-VietBank,2019,Adobe Experience Cloud,Cloud platform,0
0,VBB-VietBank,2019,Dữ liệu (Data),Big Data,0
0,VBB-VietBank,2019,Dữ liệu lớn,Big Data,0
